POLL_PLACE_ID,JURISDICTION,COUNTY_NAME,ED_PRECINCT,POLL_NAME,POLL_ADDRESS1,CITY,STATE,ZIP,LEGISLATIVE_SUB_DISTRICT_CODE,SENATORIAL_DISTRICT_CODE,CONGRESSIONAL_DISTRICT_CODE,JUDICIAL_DISTRICT_CODE,APPELLATE_DISTRICT_CODE,COUNCILMANIC_DISTRICT_CODE,COMMISSIONER_DISTRICT_CODE,SCHOOL_DISTRICT_CODE,ORPHAN_DISTRICT_CODE,ELECTION_DISTRICT_CODE,MUNICIPAL_DISTRICT_CODE,BUILDING_TYPE,COLLEGE_NEARBY,COLLEGE_NAME,IS_EARLY_VOTING,Column1
750000437,3,Baltimore City,20009,SCHOOL #260 FREDERICK ELEM,2501 FREDERICK AVENUE,BALTIMORE,MD,21223,40,40,7,8,6,9,,,,20,,,0,,0,
750000437,3,Baltimore City,20010,SCHOOL #260 FREDERICK ELEM,2501 FREDERICK AVENUE,BALTIMORE,MD,21223,40,40,7,8,6,9,,,,20,,,0,,0,
3000146,3,Baltimore City,20011,SAMUEL F B MORSE,424 S PULASKI ST,BALTIMORE,MD,21223,40,40,7,8,6,9,,,,20,,OTHER,0,,0,
500000097,3,Baltimore City,21001,SCHOOL #22 GEORGE WASHINGTON ELEM,800 SCOTT ST,BALTIMORE,MD,21230,46,46,7,8,6,10,,,,21,,SCHOOL,0,,0,
500000097,3,Baltimore City,21002,SCHOOL #22 GEORGE WASHINGTON ELEM,800 SCOTT ST,BALTIMORE,MD,21230,40,40,7,8,6,10,,,,21,,SCHOOL,0,,0,
3000149,3,Baltimore City,21003,SCHOOL #34 CHARLES CARROLL ELEM,1327 WASHINGTON BLVD,BALTIMORE,MD,21230,40,40,7,8,6,10,,,,21,,SCHOOL,0,,0,
500000097,3,Baltimore City,21004,SCHOOL #22 GEORGE WASHINGTON ELEM,800 SCOTT ST,BALTIMORE,MD,21230,46,46,7,8,6,10,,,,21,,SCHOOL,0,,0,
500000208,3,Baltimore City,22001,CHRIST CHURCH HARBOR APTS. INC.,600 LIGHT STREET,BALTIMORE,MD,21230,46,46,7,8,6,11,,,,22,,OTHER,0,,0,
3000152,3,Baltimore City,22002,ENGINE HOUSE #2,800 LIGHT ST,BALTIMORE,MD,21230,46,46,7,8,6,11,,,,22,,FIRE STATION,0,,0,
3000153,3,Baltimore City,23001,SOUTH BALTIMORE LEARNING CTR,28 E OSTEND ST-ENTRANCE PATAPSCO ST,BALTIMORE,MD,21230,46,46,7,8,6,11,,,,23,,COMMUNITY CENTER,0,,0,
3000154,3,Baltimore City,23002,SOLO GIBBS REC CTR,1044 LEADENHALL ST AT CROSS ST,BALTIMORE,MD,21230,46,46,7,8,6,11,,,,23,,COMMUNITY CENTER,0,,0,
3000155,3,Baltimore City,23003,ELLA BAILEY REC CTR,100 E HEATH ST,BALTIMORE,MD,21230,46,46,7,8,6,10,,,,23,,COMMUNITY CENTER,0,,0,
3000156,3,Baltimore City,24001,SCHOOL #45 FEDERAL HILL PREP ACAD,1040 WILLIAM ST,BALTIMORE,MD,21230,46,46,7,8,6,11,,,,24,,SCHOOL,0,,0,
3000158,3,Baltimore City,24002,SCHOOL #416 DIGITAL HARBOR HIGH,1100 COVINGTON ST,BALTIMORE,MD,21230,46,46,7,8,6,11,,,,24,,SCHOOL,0,,0,
3000158,3,Baltimore City,24003,SCHOOL #416 DIGITAL HARBOR HIGH,1100 COVINGTON ST,BALTIMORE,MD,21230,46,46,7,8,6,11,,,,24,,SCHOOL,0,,0,
3000155,3,Baltimore City,24004,ELLA BAILEY REC CTR,100 E HEATH ST,BALTIMORE,MD,21230,46,46,7,8,6,11,,,,24,,COMMUNITY CENTER,0,,0,
3000160,3,Baltimore City,24005,SCHOOL #76 F SCOTT KEY ELEM,1425 E FORT AVE,BALTIMORE,MD,21230,46,46,7,8,6,11,,,,24,,SCHOOL,0,,0,
3000161,3,Baltimore City,25001,SCHOOL #246 BEECHFIELD ELEM,301 S BEECHFIELD AVE,BALTIMORE,MD,21229,41,41,7,8,6,8,,,,25,,SCHOOL,0,,0,
3000161,3,Baltimore City,25002,SCHOOL #246 BEECHFIELD ELEM,301 S BEECHFIELD AVE,BALTIMORE,MD,21229,41,41,7,8,6,8,,,,25,,SCHOOL,0,,0,
3000163,3,Baltimore City,25003,SCHOOL #226 VIOLETVILLE ELEM/MID,1207 PINE HGTS AVE,BALTIMORE,MD,21229,40,40,7,8,6,9,,,,25,,SCHOOL,0,,0,
3000164,3,Baltimore City,25004,SCHOOL #220 MORRELL PARK ELEM/MID,2601 TOLLEY ST,BALTIMORE,MD,21230,40,40,7,8,6,10,,,,25,,SCHOOL,0,,0,
3000165,3,Baltimore City,25005,SCHOOL #12 LAKELAND ELEM/MID,2921  STRANDEN RD (REC CTR),BALTIMORE,MD,21230,46,46,7,8,6,10,,,,25,,,0,,0,
3000166,3,Baltimore City,25006,SCHOOL #225 WESTPORT ELEM,2401 NEVADA ST,BALTIMORE,MD,21230,46,46,7,8,6,10,,,,25,,SCHOOL,0,,0,
3000167,3,Baltimore City,25007,ENGINE HOUSE #58,2425 1/2 ANNAPOLIS RD,BALTIMORE,MD,21230,46,46,7,8,6,10,,,,25,,FIRE STATION,0,,0,
3000168,3,Baltimore City,25008,SCHOOL #164 ARUNDEL ELEM,2400 ROUND RD,BALTIMORE,MD,21225,46,46,7,8,6,10,,,,25,,SCHOOL,0,,0,
750000333,3,Baltimore City,25009,SCHOOL #159 CHERRY HILL ELEM,801 BRIDGEVIEW ROAD,BALTIMORE,MD,21225,46,46,7,8,6,10,,,,25,,SCHOOL,0,,0,
750000333,3,Baltimore City,25010,SCHOOL #159 CHERRY HILL ELEM,801 BRIDGEVIEW ROAD,BALTIMORE,MD,21225,46,46,7,8,6,10,,,,25,,SCHOOL,0,,0,
3000171,3,Baltimore City,25011,SCHOOL #203 MARIE FARRING ELEM,300 PONTIAC AVE,BALTIMORE,MD,21225,46,46,7,8,6,10,,,,25,,SCHOOL,0,,0,
3000171,3,Baltimore City,25012,SCHOOL #203 MARIE FARRING ELEM,300 PONTIAC AVE,BALTIMORE,MD,21225,46,46,7,8,6,10,,,,25,,SCHOOL,0,,0,
750001261,3,Baltimore City,25013,SCHOOL #203 MARIE FARRING ELEM (SITE B),300 PONTIAC STREET,BALTIMORE,MD,21225,46,46,7,8,6,10,,,,25,,SCHOOL,0,,0,
3000174,3,Baltimore City,25014,BROOKLYN HOMES COMMUNITY CENTER,4140 TENTH ST,BALTIMORE,MD,21225,46,46,7,8,6,10,,,,25,,COMMUNITY CENTER,0,,0,
500000316,3,Baltimore City,25015,SCHOOL #239 MASONVILLE COVE @ BEN FRANKLIN,1201 CAMBRIA ST,BALTIMORE,MD,21225,46,46,7,8,6,10,,,,25,,SCHOOL,0,,0,
3000176,3,Baltimore City,25016,CURTIS BAY REC CTR,1630 FILBERT ST,BALTIMORE,MD,21226,46,46,7,8,6,10,,,,25,,COMMUNITY CENTER,0,,0,
3000163,3,Baltimore City,25017,SCHOOL #226 VIOLETVILLE ELEM/MID,1207 PINE HGTS AVE,BALTIMORE,MD,21229,41,41,7,8,6,9,,,,25,,SCHOOL,0,,0,
3000177,3,Baltimore City,26001,ST HELENA COMMUNITY ASSOC,6509 COLGATE AVE,BALTIMORE,MD,21222,46,46,7,8,6,1,,,,26,,CHURCH,0,,0,
3000178,3,Baltimore City,26002,SCHOOL #240 GRACELAND PARK ELEM,6300 ODONNELL ST,BALTIMORE,MD,21224,46,46,7,8,6,1,,,,26,,SCHOOL,0,,0,
3000178,3,Baltimore City,26003,SCHOOL #240 GRACELAND PARK ELEM,6300 ODONNELL ST,BALTIMORE,MD,21224,46,46,7,8,6,1,,,,26,,SCHOOL,0,,0,
3000180,3,Baltimore City,26004,SCHOOL #405  PATTERSON SR HIGH,100 KANE ST,BALTIMORE,MD,21224,46,46,7,8,6,2,,,,26,,SCHOOL,0,,0,
3000181,3,Baltimore City,26005,JOSEPH LEE FIELDHOUSE,5900 E PRATT ST,BALTIMORE,MD,21224,46,46,7,8,6,2,,,,26,,COMMUNITY CENTER,0,,0,
750000998,3,Baltimore City,26006,GREEKTOWN SQUARE AND EVENT CENTER,700 S QUAIL ST,BALTIMORE,MD,21224,46,46,7,8,6,1,,,,26,,OTHER,0,,0,
750000998,3,Baltimore City,26007,GREEKTOWN SQUARE AND EVENT CENTER,700 S QUAIL ST,BALTIMORE,MD,21224,46,46,7,8,6,1,,,,26,,OTHER,0,,0,
3000184,3,Baltimore City,26008,CANTON BAPTIST CHURCH,3302 TOONE ST,BALTIMORE,MD,21224,46,46,7,8,6,1,,,,26,,CHURCH,0,,0,
750000272,3,Baltimore City,26009,SOUTHEAST ANCHOR LIBRARY,3601 EASTERN AVE,BALTIMORE,MD,21224,46,46,7,8,6,1,,,,26,,LIBRARY,0,,0,
3000186,3,Baltimore City,26010,SCHOOL #215 HIGHLANDTOWN ELEM,3223 E PRATT ST,BALTIMORE,MD,21224,46,46,7,8,6,1,,,,26,,SCHOOL,0,,0,
750000272,3,Baltimore City,26011,SOUTHEAST ANCHOR LIBRARY,3601 EASTERN AVE,BALTIMORE,MD,21224,46,46,7,8,6,1,,,,26,,LIBRARY,0,,0,
3000188,3,Baltimore City,26012,ENGINE HOUSE #51,646 N HIGHLAND AVE,BALTIMORE,MD,21205,46,46,7,8,6,1,,,,26,,FIRE STATION,0,,0,
3000189,3,Baltimore City,26013,CARROLL COOK REC CTR,5061 E EAGER ST,BALTIMORE,MD,21205,45,45,7,8,6,13,,,,26,,COMMUNITY CENTER,0,,0,
750000382,3,Baltimore City,26014,SCHOOL #243 ARMISTEAD GARDENS ELEM SCHOOL,5001 E. EAGER ST,BALTIMORE,MD,21205,45,45,7,8,6,2,,,,26,,SCHOOL,0,,0,
500000311,3,Baltimore City,26015,SCHOOL #105 MORAVIA PARK ELEM,6001 FRANKFORD AVE,BALTIMORE,MD,21206,45,45,7,8,6,2,,,,26,,SCHOOL,0,,0,
750000387,3,Baltimore City,26016,SCHOOL #374  VANGUARD COLLEGIATE MIDDLE,5001 SINCLAIR LANE (REAR) ENTER ON TRUESDALE AVE.,BALTIMORE,MD,21206,45,45,7,8,6,2,,,,26,,SCHOOL,0,,0,
500000265,3,Baltimore City,26017,ORCHARD RIDGE @ WOODSIDE,4340 ORCHARD RIDGE BLVD,BALTIMORE,MD,21213,45,45,7,8,6,13,,,,26,,OTHER,0,,0,
3000194,3,Baltimore City,26018,SCHOOL #248 SINCLAIR LANE ELEM,3880 SINCLAIR LN,BALTIMORE,MD,21213,45,45,7,8,6,13,,,,26,,SCHOOL,0,,0,
750001262,3,Baltimore City,26019,CATHOLIC HIGH SCHOOL (SITE B),2800 EDISON HWY,BALIMORE,MD,21213,45,45,7,8,6,13,,,,26,,OTHER,0,,0,
3000196,3,Baltimore City,26020,SCHOOL #231 THE BELAIR-EDISON SCHOOL,3536 BREHMS LN,BALTIMORE,MD,21213,45,45,7,8,6,13,,,,26,,SCHOOL,0,,0,
3000196,3,Baltimore City,26021,SCHOOL #231 THE BELAIR-EDISON SCHOOL,3536 BREHMS LN,BALTIMORE,MD,21213,45,45,7,8,6,13,,,,26,,SCHOOL,0,,0,
3000198,3,Baltimore City,26022,JERUSALEM EV LUTHERAN CHURCH,4605 BELAIR RD,BALTIMORE,MD,21206,45,45,7,8,6,2,,,,26,,CHURCH,0,,0,
3000198,3,Baltimore City,26023,JERUSALEM EV LUTHERAN CHURCH,4605 BELAIR RD,BALTIMORE,MD,21206,45,45,7,8,6,2,,,,26,,CHURCH,0,,0,
750000387,3,Baltimore City,26024,SCHOOL #374  VANGUARD COLLEGIATE MIDDLE,5001 SINCLAIR LANE (REAR) ENTER ON TRUESDALE AVE.,BALTIMORE,MD,21206,45,45,7,8,6,2,,,,26,,SCHOOL,0,,0,
750000387,3,Baltimore City,26025,SCHOOL #374  VANGUARD COLLEGIATE MIDDLE,5001 SINCLAIR LANE (REAR) ENTER ON TRUESDALE AVE.,BALTIMORE,MD,21206,45,45,7,8,6,2,,,,26,,SCHOOL,0,,0,
3000202,3,Baltimore City,26026,SCHOOL #211 GARDENVILLE ELEM,5300 BELAIR RD,BALTIMORE,MD,21206,45,45,7,8,6,2,,,,26,,SCHOOL,0,,0,
3000203,3,Baltimore City,26027,SCHOOL #210 HAZELWOOD ELEM,4517 HAZELWOOD AVE,BALTIMORE,MD,21206,45,45,7,8,6,2,,,,26,,SCHOOL,0,,0,
3000203,3,Baltimore City,26028,SCHOOL #210 HAZELWOOD ELEM,4517 HAZELWOOD AVE,BALTIMORE,MD,21206,45,45,7,8,6,2,,,,26,,SCHOOL,0,,0,
3000203,3,Baltimore City,26029,SCHOOL #210 HAZELWOOD ELEM,4517 HAZELWOOD AVE,BALTIMORE,MD,21206,45,45,7,8,6,2,,,,26,,SCHOOL,0,,0,
3000206,3,Baltimore City,26030,ENGINE HOUSE #54,5821 BELAIR RD,BALTIMORE,MD,21206,45,45,7,8,6,2,,,,26,,FIRE STATION,0,,0,
3000206,3,Baltimore City,26031,ENGINE HOUSE #54,5821 BELAIR RD,BALTIMORE,MD,21206,45,45,7,8,6,2,,,,26,,FIRE STATION,0,,0,
3000196,3,Baltimore City,26032,SCHOOL #231 THE BELAIR-EDISON SCHOOL,3536 BREHMS LN,BALTIMORE,MD,21213,45,45,7,8,6,13,,,,26,,SCHOOL,0,,0,
3000194,3,Baltimore City,26033,SCHOOL #248 SINCLAIR LANE ELEM,3880 SINCLAIR LN,BALTIMORE,MD,21213,45,45,7,8,6,13,,,,26,,SCHOOL,0,,0,
3000198,3,Baltimore City,27001,JERUSALEM EV LUTHERAN CHURCH,4605 BELAIR RD,BALTIMORE,MD,21206,45,45,7,8,6,3,,,,27,,CHURCH,0,,0,
500000100,3,Baltimore City,27002,RAY OF HOPE BAPTIST CHURCH,3000 PARKSIDE DR,BALTIMORE,MD,21214,45,45,7,8,6,3,,,,27,,CHURCH,0,,0,
3000210,3,Baltimore City,27003,ENGINE HOUSE #42,4522 HARFORD RD,BALTIMORE,MD,21214,45,45,7,8,6,3,,,,27,,FIRE STATION,0,,0,
3000210,3,Baltimore City,27004,ENGINE HOUSE #42,4522 HARFORD RD,BALTIMORE,MD,21214,45,45,7,8,6,3,,,,27,,FIRE STATION,0,,0,
3000212,3,Baltimore City,27005,SCHOOL #346 CITY NEIGHBORS HAMILTON,5609 SEFTON  AVE - REAR,BALTIMORE,MD,21214,45,45,7,8,6,3,,,,27,,SCHOOL,0,,0,
3000202,3,Baltimore City,27006,SCHOOL #211 GARDENVILLE ELEM,5300 BELAIR RD,BALTIMORE,MD,21206,45,45,7,8,6,2,,,,27,,SCHOOL,0,,0,
3000214,3,Baltimore City,27007,SCHOOL #235 GLENMOUNT ELEM/MID,6211 WALTHER AVE,BALTIMORE,MD,21206,45,45,7,8,6,2,,,,27,,SCHOOL,0,,0,
3000214,3,Baltimore City,27008,SCHOOL #235 GLENMOUNT ELEM/MID,6211 WALTHER AVE,BALTIMORE,MD,21206,45,45,7,8,6,2,,,,27,,SCHOOL,0,,0,
3000216,3,Baltimore City,27009,ENGINE HOUSE #56,6512 HARFORD RD,BALTIMORE,MD,21234,45,45,7,8,6,3,,,,27,,FIRE STATION,0,,0,
3000217,3,Baltimore City,27010,OPEN BIBLE BAPTIST CHURCH,3902 OVERLEA AVE,BALTIMORE,MD,21206,45,45,7,8,6,2,,,,27,,CHURCH,0,,0,
3000218,3,Baltimore City,27011,WOODHOME REC CTR,7310 MOYER AVE,BALTIMORE,MD,21234,45,45,7,8,6,3,,,,27,,COMMUNITY CENTER,0,,0,
3000219,3,Baltimore City,27012,NORTH HARFORD REC CTR,6800 HAMLET AVE,BALTIMORE,MD,21234,45,45,7,8,6,3,,,,27,,COMMUNITY CENTER,0,,0,
500000310,3,Baltimore City,27013,PROFESSIONAL DEVELOPMENT CENTER,2500 E NORTHERN PKWY,BALTIMORE,MD,21214,45,45,7,8,6,3,,,,27,,SCHOOL,0,,0,
3000221,3,Baltimore City,27014,SCHOOL #236  HAMILTON ELEM/MID,6101 OLD  HARFORD RD,BALTIMORE,MD,21214,45,45,7,8,6,3,,,,27,,SCHOOL,0,,0,
3000222,3,Baltimore City,27015,SCHOOL #413 ACHIEVEMENT ACAD @ HARBOR CITY,2201 PINEWOOD AVE,BALTIMORE,MD,21214,45,45,7,8,6,3,,,,27,,SCHOOL,0,,0,
3000223,3,Baltimore City,27016,SCHOOL #212 GARRETT HGTS ELEM,2800 AILSA AVE,BALTIMORE,MD,21214,45,45,7,8,6,3,,,,27,,SCHOOL,0,,0,
3000223,3,Baltimore City,27017,SCHOOL #212 GARRETT HGTS ELEM,2800 AILSA AVE,BALTIMORE,MD,21214,43A,43,7,8,6,3,,,,27,,SCHOOL,0,,0,
3000210,3,Baltimore City,27018,ENGINE HOUSE #42,4522 HARFORD RD,BALTIMORE,MD,21214,45,45,7,8,6,3,,,,27,,FIRE STATION,0,,0,
3000226,3,Baltimore City,27019,SCHOOL #219 YORKWOOD ELEM,5931 YORKWOOD RD,BALTIMORE,MD,21239,45,45,7,8,6,4,,,,27,,SCHOOL,0,,0,
500000139,3,Baltimore City,27020,SCHOOL #245 LEITH WALK ELEM SCH,1235 SHERWOOD AVENUE,BALTIMORE,MD,21239,43A,43,7,8,6,4,,,,27,,SCHOOL,0,,0,
3000226,3,Baltimore City,27021,SCHOOL #219 YORKWOOD ELEM,5931 YORKWOOD RD,BALTIMORE,MD,21239,43A,43,7,8,6,4,,,,27,,SCHOOL,0,,0,
3000229,3,Baltimore City,27022,SCHOOL #242 NORTHWOOD ELEM,5201 LOCH RAVEN BLVD,BALTIMORE,MD,21239,43A,43,7,8,6,3,,,,27,,SCHOOL,0,,0,
3000229,3,Baltimore City,27023,SCHOOL #242 NORTHWOOD ELEM,5201 LOCH RAVEN BLVD,BALTIMORE,MD,21239,43A,43,7,8,6,3,,,,27,,SCHOOL,0,,0,
3000229,3,Baltimore City,27024,SCHOOL #242 NORTHWOOD ELEM,5201 LOCH RAVEN BLVD,BALTIMORE,MD,21239,43A,43,7,8,6,3,,,,27,,SCHOOL,0,,0,
750001263,3,Baltimore City,27025,THE LEAGUE FOR PEOPLE WITH DISABILITIES (SITE 2),1111 E COLDSPRING LANE,BALTIMORE,MD,21239,43A,43,7,8,6,3,,,,27,,,0,,0,
500000559,3,Baltimore City,27026,THE LEAGUE FOR PEOPLE WITH DISABILITIES,1111 E COLDSPRING LANE,BALTIMORE,MD,21239,43A,43,7,8,6,3,,,,27,,OTHER,0,,0,
500000559,3,Baltimore City,27027,THE LEAGUE FOR PEOPLE WITH DISABILITIES,1111 E COLDSPRING LANE,BALTIMORE,MD,21239,43A,43,7,8,6,4,,,,27,,OTHER,0,,0,
750001156,3,Baltimore City,27028,SCHOOL #134 WALTER P CARTER ELEM/MID,820 E 43RD ST,BALTIMORE,MD,21212,43A,43,7,8,6,4,,,,27,,SCHOOL,0,,0,
750001156,3,Baltimore City,27029,SCHOOL #134 WALTER P CARTER ELEM/MID,820 E 43RD ST,BALTIMORE,MD,21212,43A,43,7,8,6,4,,,,27,,SCHOOL,0,,0,
3000229,3,Baltimore City,27030,SCHOOL #242 NORTHWOOD ELEM,5201 LOCH RAVEN BLVD,BALTIMORE,MD,21239,43A,43,7,8,6,4,,,,27,,SCHOOL,0,,0,
500000139,3,Baltimore City,27031,SCHOOL #245 LEITH WALK ELEM SCH,1235 SHERWOOD AVENUE,BALTIMORE,MD,21239,43A,43,7,8,6,4,,,,27,,SCHOOL,0,,0,
3000239,3,Baltimore City,27032,NORTHSIDE BAPTIST CHURCH,1100 E NORTHERN PKWY,BALTIMORE,MD,21239,43A,43,7,8,6,4,,,,27,,CHURCH,0,,0,
750001156,3,Baltimore City,27033,SCHOOL #134 WALTER P CARTER ELEM/MID,820 E 43RD ST,BALTIMORE,MD,21212,43A,43,7,8,6,4,,,,27,,SCHOOL,0,,0,
3000241,3,Baltimore City,27034,DEWEESE REC CTR,5501 IVANHOE AVE,BALTIMORE,MD,21212,43A,43,7,8,6,4,,,,27,,COMMUNITY CENTER,0,,0,
750001156,3,Baltimore City,27035,SCHOOL #134 WALTER P CARTER ELEM/MID,820 E 43RD ST,BALTIMORE,MD,21212,43A,43,7,8,6,4,,,,27,,SCHOOL,0,,0,
750001156,3,Baltimore City,27036,SCHOOL #134 WALTER P CARTER ELEM/MID,820 E 43RD ST,BALTIMORE,MD,21212,43A,43,7,8,6,4,,,,27,,SCHOOL,0,,0,
750001156,3,Baltimore City,27037,SCHOOL #134 WALTER P CARTER ELEM/MID,820 E 43RD ST,BALTIMORE,MD,21212,43A,43,7,8,6,4,,,,27,,SCHOOL,0,,0,
750000239,3,Baltimore City,27038,GOVANS BOUNDARY UMC,5210 YORK RD,BALTIMORE,MD,21212,43A,43,2,8,6,4,,,,27,,CHURCH,0,,0,
3000246,3,Baltimore City,27039,ST MARYS CHURCH OF GOVANS,5502 YORK RD,BALTIMORE,MD,21212,43A,43,2,8,6,4,,,,27,,CHURCH,0,,0,
3000247,3,Baltimore City,27040,GRACE UNITED METHODIST CHURCH,5407 N CHARLES ST,BALTIMORE,MD,21210,41,41,2,8,6,4,,,,27,,CHURCH,0,,0,
3000247,3,Baltimore City,27041,GRACE UNITED METHODIST CHURCH,5407 N CHARLES ST,BALTIMORE,MD,21210,43A,43,2,8,6,4,,,,27,,CHURCH,0,,0,
3000249,3,Baltimore City,27042,ROLAND PARK COMMUNITY CENTER,5802 ROLAND AVE,BALTIMORE,MD,21210,41,41,2,8,6,5,,,,27,,CHURCH,0,,0,
3000250,3,Baltimore City,27043,SCHOOL #407  WESTERN HIGH,4600 FALLS RD,BALTIMORE,MD,21209,41,41,2,8,6,6,,,,27,,SCHOOL,0,,0,
3000251,3,Baltimore City,27044,SCHOOL #233 ROLAND PARK MIDDLE,5207 ROLAND AVE,BALTIMORE,MD,21210,41,41,2,8,6,6,,,,27,,SCHOOL,0,,0,
3000252,3,Baltimore City,27045,ST DAVIDS CHURCH,4700 ROLAND AVE,BALTIMORE,MD,21210,41,41,2,8,6,6,,,,27,,CHURCH,0,,0,
3000253,3,Baltimore City,27046,BOLTON STREET SYNAGOGUE,212 W COLDSPRING LN,BALTIMORE,MD,21210,41,41,2,8,6,14,,,,27,,,0,,0,
750000992,3,Baltimore City,27047,SCHOOL #249 MEDFIELD HEIGHTS ELEM,4300 BUCHANAN AVE,BALTIMORE,MD,21211,41,41,2,8,6,6,,,,27,,SCHOOL,0,,0,
3000255,3,Baltimore City,27048,RUSCOMBE GARDEN APTS,4800 YELLOWWOOD AVE,BALTIMORE,MD,21209,41,41,7,8,6,6,,,,27,,SENIOR CENTER,0,,0,
750001256,3,Baltimore City,27049,SCHOOL #221 MT WASHINGTON LOWER SCHOOL (CHURCH SCHOOL BLDG ),5800 SMITH AVE,BALTIMORE,MD,21209,41,41,2,8,6,5,,,,27,,SCHOOL,0,,0,
500000330,3,Baltimore City,27050,ENGINE HOUSE #45,2700 GLEN AVE,BALTIMORE,MD,21215,41,41,7,8,6,5,,,,27,,FIRE STATION,0,,0,
3000258,3,Baltimore City,27051,LEVINDALE HEBREW GERIATRIC CENTER AND HOSPITAL,2434 W BELVEDERE AVE,BALTIMORE,MD,21215,41,41,7,8,6,5,,,,27,,OTHER,0,,0,
750000414,3,Baltimore City,27052,SCHOOL #223 PIMLICO ELEM,4849 PIMLICO ROAD (ENT ON THORNDALE),BALTIMORE,MD,21215,41,41,7,8,6,6,,,,27,,SCHOOL,0,,0,
3000260,3,Baltimore City,27053,SCHOOL #62 PARK HEIGHTS ACADEMY,2835 VIRGINIA AVE,BALTIMORE,MD,21215,40,40,7,8,6,6,,,,27,,SCHOOL,0,,0,
3000261,3,Baltimore City,27054,C.C. JACKSON REC CTR,4910 PARK HGTS AVE,BALTIMORE,MD,21215,40,40,7,8,6,6,,,,27,,COMMUNITY CENTER,0,,0,
3000262,3,Baltimore City,27055,LANGSTON HUGHES COMM CENTER,5011 ARBUTUS AVE,BALTIMORE,MD,21215,41,41,7,8,6,6,,,,27,,COMMUNITY CENTER,0,,0,
750000439,3,Baltimore City,27056,BEL-PARK TOWERS,3800 W BELVEDERE AVE,BALTIMORE,MD,21215,41,41,7,8,6,6,,,,27,,SENIOR CENTER,0,,0,
750000439,3,Baltimore City,27057,BEL-PARK TOWERS,3800 W BELVEDERE AVE,BALTIMORE,MD,21215,41,41,7,8,6,5,,,,27,,SENIOR CENTER,0,,0,
750000414,3,Baltimore City,27058,SCHOOL #223 PIMLICO ELEM,4849 PIMLICO ROAD (ENT ON THORNDALE),BALTIMORE,MD,21215,41,41,7,8,6,6,,,,27,,SCHOOL,0,,0,
750000311,3,Baltimore City,27059,PUBLIC SAFETY TRAINING CENTER,3500 W NORTHERN PKWY (ENTER ON MANHATTAN AVE),BALTIMORE,MD,21215,41,41,7,8,6,5,,,,27,,OTHER,0,,0,
750000311,3,Baltimore City,27060,PUBLIC SAFETY TRAINING CENTER,3500 W NORTHERN PKWY (ENTER ON MANHATTAN AVE),BALTIMORE,MD,21215,41,41,7,8,6,5,,,,27,,OTHER,0,,0,
750001217,3,Baltimore City,27061,SCHOOL #247 CROSS COUNTRY ELEMENTARY,6100 CROSS COUNTRY BLVD,BALTIMORE,MD,21215,41,41,7,8,6,5,,,,27,,SCHOOL,0,,0,
750001217,3,Baltimore City,27062,SCHOOL #247 CROSS COUNTRY ELEMENTARY,6100 CROSS COUNTRY BLVD,BALTIMORE,MD,21215,41,41,7,8,6,5,,,,27,,SCHOOL,0,,0,
750001217,3,Baltimore City,27063,SCHOOL #247 CROSS COUNTRY ELEMENTARY,6100 CROSS COUNTRY BLVD,BALTIMORE,MD,21215,41,41,7,8,6,5,,,,27,,SCHOOL,0,,0,
500000330,3,Baltimore City,27064,ENGINE HOUSE #45,2700 GLEN AVE,BALTIMORE,MD,21215,41,41,7,8,6,5,,,,27,,FIRE STATION,0,,0,
750001217,3,Baltimore City,27065,SCHOOL #247 CROSS COUNTRY ELEMENTARY,6100 CROSS COUNTRY BLVD,BALTIMORE,MD,21215,41,41,7,8,6,5,,,,27,,SCHOOL,0,,0,
750001217,3,Baltimore City,27066,SCHOOL #247 CROSS COUNTRY ELEMENTARY,6100 CROSS COUNTRY BLVD,BALTIMORE,MD,21215,41,41,7,8,6,5,,,,27,,SCHOOL,0,,0,
3000274,3,Baltimore City,27067,SCHOOL #241 FALLSTAFF MIDDLE,3801 FALLSTAFF RD,BALTIMORE,MD,21215,41,41,7,8,6,5,,,,27,,SCHOOL,0,,0,
3000253,3,Baltimore City,27069,BOLTON STREET SYNAGOGUE,212 W COLDSPRING LN,BALTIMORE,MD,21210,41,41,7,8,6,14,,,,27,,,0,,0,
3000274,3,Baltimore City,28001,SCHOOL #241 FALLSTAFF MIDDLE,3801 FALLSTAFF RD,BALTIMORE,MD,21215,41,41,7,8,6,5,,,,28,,SCHOOL,0,,0,
750000431,3,Baltimore City,28002,SCHOOL #406 FOREST PARK SENIOR  HIGH,3701 ELDORADO AVE (ENTER ON BELLE AVE),BALTIMORE,MD,21207,41,41,7,8,6,5,,,,28,,,0,,0,
3000093,3,Baltimore City,28003,SCHOOL #251 CALLAWAY ELEM,3701 FERNHILL AVE,BALTIMORE,MD,21215,41,41,7,8,6,6,,,,28,,SCHOOL,0,,0,
750000431,3,Baltimore City,28004,SCHOOL #406 FOREST PARK SENIOR  HIGH,3701 ELDORADO AVE (ENTER ON BELLE AVE),BALTIMORE,MD,21207,41,41,7,8,6,6,,,,28,,,0,,0,
3000279,3,Baltimore City,28005,FOREST PARK SR CITIZEN CTR,4801 LIBERTY HGTS AVE,BALTIMORE,MD,21207,41,41,7,8,6,5,,,,28,,SENIOR CENTER,0,,0,
